Fundamentals_Sector_2025_4,Fundamentals_Industry_2025_4,Ticker,Company Name,Fundamentals_Officer_Ms_Count_2025_4,Fundamentals_Officer_Mr_Count_2025_4,Fundamentals_Officer_None_Count_2025_4,Fundamentals_Officer_%female_2025_4,Fundamentals_CEO_age_2025_4,Fundamentals_unclear_gender_2025_4,Fundamentals_Country_2025_4,Fundamentals_Market Cap_2025_4
Basic Materials,Agricultural Inputs,BIOX,Bioceres Crop Solutions Corp.,1,6,0,0.1428571428571428,47.0,[],Argentina,241811200.0
Basic Materials,Agricultural Inputs,CF,"CF Industries Holdings, Inc.",3,7,0,0.3,58.0,[],United States,12560768000.0
Basic Materials,Agricultural Inputs,CTVA,"Corteva, Inc.",3,7,0,0.3,54.0,[],United States,40694034432.0
Basic Materials,Agricultural Inputs,ENFY,Enlightify Inc.,0,6,0,0.0,32.0,[],China,16182757.0
Basic Materials,Agricultural Inputs,FMC,FMC Corporation,2,8,0,0.2,66.0,[],United States,4719672320.0
Basic Materials,Agricultural Inputs,ICL,ICL Group Ltd,6,4,0,0.5,50.0,[],Israel,8200873472.0
Basic Materials,Aluminum,AA,Alcoa Corporation,5,5,0,0.5,57.0,[],United States,5910344192.0
Basic Materials,Aluminum,CENX,Century Aluminum Company,1,9,0,0.1,44.0,[],United States,1390859904.0
Basic Materials,Aluminum,CSTM,Constellium SE,3,5,0,0.375,57.0,[],France,1201940352.0
Basic Materials,Aluminum,KALU,Kaiser Aluminum Corporation,1,7,0,0.125,64.0,[],United States,852521472.0
Basic Materials,Building Materials,CAPS,Capstone Holding Corp.,0,2,0,0.0,45.0,[],United States,2970057.0
Basic Materials,Building Materials,CAPT,Captivision Inc.,0,6,0,0.0,67.0,[],South Korea,16024929.0
Basic Materials,Building Materials,CPAC,Cementos Pacasmayo S.A.A.,3,7,0,0.3,60.0,[],Peru,463712096.0
Basic Materials,Building Materials,CRH,CRH plc,2,8,0,0.2,57.0,[],Ireland,56563838976.0
Basic Materials,Building Materials,EXP,Eagle Materials Inc.,0,8,0,0.0,51.0,[],United States,7066624512.0
Basic Materials,Building Materials,JHX,James Hardie Industries plc,1,9,0,0.1,50.0,[],Ireland,9494702080.0
Basic Materials,Building Materials,KNF,Knife River Corporation,2,8,0,0.2,53.0,[],United States,4967282688.0
Basic Materials,Building Materials,LOMA,Loma Negra Compañía Industrial Argentina Sociedad Anónima,1,5,0,0.0,50.0,[],Argentina,1278555136.0
Basic Materials,Chemicals,ASIX,AdvanSix Inc.,4,4,0,0.5,47.0,[],United States,524184384.0
Basic Materials,Chemicals,CE,Celanese Corporation,2,8,0,0.2,47.0,[],United States,4435740160.0
Basic Materials,Chemicals,DOW,Dow Inc.,5,5,0,0.0,62.0,[],United States,19959005184.0
Basic Materials,Chemicals,GURE,"Gulf Resources, Inc.",1,4,0,0.2,56.0,[],China,9861239.0
Basic Materials,Chemicals,HUN,Huntsman Corporation,2,8,0,0.2,66.0,[],United States,2220486656.0
Basic Materials,Chemicals,LXU,"LSB Industries, Inc.",2,7,0,0.2222222222222222,61.0,[],United States,357204608.0
Basic Materials,Coking Coal,AMR,"Alpha Metallurgical Resources, Inc.",1,5,0,0.1666666666666666,48.0,[],United States,1580943104.0
Basic Materials,Coking Coal,AREC,American Resources Corporation,2,7,0,0.2222222222222222,40.0,[],United States,94841088.0
Basic Materials,Coking Coal,HCC,"Warrior Met Coal, Inc.",1,7,0,0.125,63.0,[],United States,2553330944.0
Basic Materials,Copper,ERO,Ero Copper Corp.,1,7,0,0.125,37.0,[],Canada,1127899136.0
Basic Materials,Copper,FCX,Freeport-McMoRan Inc.,4,6,0,0.4,60.0,[],United States,46865149952.0
Basic Materials,Copper,HBM,Hudbay Minerals Inc.,2,8,0,0.2,68.0,[],Canada,2741293056.0
Basic Materials,Copper,IE,Ivanhoe Electric Inc.,2,8,0,0.2,54.0,[],United States,780807808.0
Basic Materials,Gold,AEM,Agnico Eagle Mines Limited,2,8,0,0.2,60.0,[],Canada,62915641344.0
Basic Materials,Gold,AGI,Alamos Gold Inc.,2,8,0,0.2,64.0,[],Canada,12575411200.0
Basic Materials,Gold,ARMN,Aris Mining Corporation,3,6,0,0.3333333333333333,81.0,[],Canada,957982272.0
Basic Materials,Gold,AU,AngloGold Ashanti plc,3,7,0,0.3,64.0,[],United States,22342471680.0
Basic Materials,Gold,BTG,B2Gold Corp.,2,8,0,0.2,66.0,[],Canada,4579692032.0
Basic Materials,Gold,CDE,"Coeur Mining, Inc.",3,6,0,0.3333333333333333,52.0,[],United States,3953161472.0
Basic Materials,Gold,CGAU,Centerra Gold Inc.,3,7,0,0.3,50.0,[],Canada,1496793984.0
Basic Materials,Gold,CMCL,Caledonia Mining Corporation Plc,3,7,0,0.3,60.0,[],Jersey,270898976.0
Basic Materials,Gold,CTGO,"Contango Ore, Inc.",0,3,0,0.0,68.0,[],United States,171463072.0
Basic Materials,Gold,DC,Dakota Gold Corp.,1,6,0,0.1428571428571428,69.0,[],United States,319934656.0
Basic Materials,Gold,DRD,DRDGOLD Limited,1,8,0,0.0,57.0,[],South Africa,1456652672.0
Basic Materials,Gold,EGO,Eldorado Gold Corporation,4,6,0,0.4,64.0,[],Canada,4107345152.0
Basic Materials,Gold,EQX,Equinox Gold Corp.,3,6,0,0.3333333333333333,48.0,[],Canada,3221354752.0
Basic Materials,Gold,FNV,Franco-Nevada Corporation,2,8,0,0.2,56.0,[],Canada,33538674688.0
Basic Materials,Gold,FSM,Fortuna Mining Corp.,1,9,0,0.1,54.0,[],Canada,1955479168.0
Basic Materials,Gold,GAU,Galiano Gold Inc.,1,6,0,0.1428571428571428,42.0,[],Canada,353670784.0
Basic Materials,Gold,GFI,Gold Fields Limited,2,8,0,0.2,59.0,[],South Africa,21561128960.0
Basic Materials,Gold,GLDG,GoldMining Inc.,1,5,0,0.1666666666666666,53.0,[],Canada,165739984.0
Basic Materials,Gold,GOLD,Barrick Gold Corporation,2,8,0,0.2,65.0,[],Canada,35327365120.0
Basic Materials,Gold,GORO,Gold Resource Corporation,0,4,0,0.0,71.0,[],United States,47948356.0
Basic Materials,Gold,GROY,Gold Royalty Corp.,2,7,0,0.2222222222222222,59.0,[],Canada,280423136.0
Basic Materials,Gold,HMY,Harmony Gold Mining Company Limited,2,8,0,0.0,46.0,[],South Africa,11019295744.0
Basic Materials,Gold,HYMC,Hycroft Mining Holding Corporation,3,3,0,0.5,64.0,[],United States,92313664.0
Basic Materials,Gold,IAG,IAMGOLD Corporation,2,5,0,0.0,54.0,[],Canada,4525643264.0
Basic Materials,Gold,IAUX,i-80 Gold Corp.,3,6,0,0.3333333333333333,60.0,[],United States,282034880.0
Basic Materials,Gold,IDR,"Idaho Strategic Resources, Inc.",1,4,0,0.2,58.0,[],United States,246940656.0
Basic Materials,Gold,KGC,Kinross Gold Corporation,3,7,0,0.3,62.0,[],Canada,18530179072.0
Basic Materials,Lumber & Wood Production,BCC,Boise Cascade Company,2,8,0,0.2,59.0,[],United States,3456088832.0
Basic Materials,Lumber & Wood Production,JCTC,Jewett-Cameron Trading Company Ltd.,0,3,0,0.0,49.0,[],United States,12841138.0
Basic Materials,Other Industrial Metals & Mining,ABAT,American Battery Technology Company,0,7,0,0.0,42.0,[],United States,96086832.0
Basic Materials,Other Industrial Metals & Mining,ATLX,Atlas Lithium Corporation,1,5,0,0.1666666666666666,57.0,[],Brazil,68420704.0
Basic Materials,Other Industrial Metals & Mining,BHP,BHP Group Limited,3,7,0,0.3,58.0,[],Australia,118165323776.0
Basic Materials,Other Industrial Metals & Mining,CMP,"Compass Minerals International, Inc.",2,5,0,0.2857142857142857,69.0,[],United States,473565920.0
Basic Materials,Other Industrial Metals & Mining,CRML,Critical Metals Corp.,0,3,0,0.0,64.0,[],United States,222919840.0
Basic Materials,Other Industrial Metals & Mining,ELBM,Electra Battery Materials Corporation,1,3,0,0.25,54.0,[],Canada,18721824.0
Basic Materials,Other Industrial Metals & Mining,EMX,EMX Royalty Corporation,2,8,0,0.2,62.0,[],Canada,239177232.0
Basic Materials,Other Industrial Metals & Mining,FMST,Foremost Clean Energy Ltd.,2,2,0,0.5,57.0,[],Canada,6688298.0
Basic Materials,Other Industrial Metals & Mining,FURY,Fury Gold Mines Limited,1,3,0,0.25,55.0,[],Canada,61170236.0
Basic Materials,Other Industrial Metals & Mining,GRFX,Graphex Group Limited,0,6,0,0.0,61.0,[],Hong Kong,19335428.0
Basic Materials,Other Industrial Metals & Mining,GRO,Brazil Potash Corp.,0,5,0,0.0,45.0,[],Canada,96034248.0
Basic Materials,Other Industrial Metals & Mining,GTI,Graphjet Technology,0,2,0,0.0,41.0,[],Malaysia,15495849.0
Basic Materials,Other Industrial Metals & Mining,IONR,ioneer Ltd,0,7,0,0.0,56.0,[],Australia,226438976.0
Basic Materials,Other Industrial Metals & Mining,IPX,IperionX Limited,3,7,0,0.3,39.0,[],United States,613863808.0
Basic Materials,Other Industrial Metals & Mining,LAC,Lithium Americas Corp.,3,6,0,0.3333333333333333,53.0,[],Canada,581188864.0
Basic Materials,Other Industrial Metals & Mining,LAR,Lithium Argentina AG,2,8,0,0.2,40.0,[],Switzerland,321435008.0
Basic Materials,Other Industrial Metals & Mining,LGO,Largo Inc.,0,6,0,0.0,77.0,[],Canada,103603824.0
Basic Materials,Other Precious Metals & Mining,ASM,Avino Silver & Gold Mines Ltd.,2,4,0,0.3333333333333333,56.0,[],Canada,282260000.0
Basic Materials,Other Precious Metals & Mining,BVN,Compañía de Minas Buenaventura S.A.A.,1,9,0,0.0,55.0,[],Peru,3741351168.0
Basic Materials,Other Precious Metals & Mining,HL,Hecla Mining Company,1,9,0,0.1,59.0,[],United States,3774890752.0
Basic Materials,Other Precious Metals & Mining,ITRG,Integra Resources Corp.,2,5,0,0.2857142857142857,58.0,[],Canada,296089568.0
Basic Materials,Other Precious Metals & Mining,LODE,Comstock Inc.,0,9,0,0.0,58.0,[],United States,53805108.0
Basic Materials,Paper & Paper Products,CLW,Clearwater Paper Corporation,3,6,0,1.0,42.0,[],United States,394932160.0
Basic Materials,Paper & Paper Products,ITP,"IT Tech Packaging, Inc.",2,1,0,0.6666666666666666,61.0,[],China,2580896.0
Basic Materials,Silver,AG,First Majestic Silver Corp.,1,9,0,0.1,64.0,[],Canada,3216369664.0
Basic Materials,Silver,EXK,Endeavour Silver Corp.,3,5,0,0.375,43.0,[],Canada,1040262464.0
Basic Materials,Specialty Chemicals,ALB,Albemarle Corporation,3,7,0,0.3,64.0,[],United States,6024319488.0
Basic Materials,Specialty Chemicals,ALTO,"Alto Ingredients, Inc.",1,5,0,0.1666666666666666,60.0,[],United States,60523480.0
Basic Materials,Specialty Chemicals,APD,"Air Products and Chemicals, Inc.",2,8,0,0.2,61.0,[],United States,57894932480.0
Basic Materials,Specialty Chemicals,ASH,Ashland Inc.,4,6,0,1.0,62.0,[],United States,2346877440.0
Basic Materials,Specialty Chemicals,AVNT,Avient Corporation,3,7,0,0.3,56.0,[],United States,2810511616.0
Basic Materials,Specialty Chemicals,AXTA,Axalta Coating Systems Ltd.,2,8,0,0.2,54.0,[],United States,6758070272.0
Basic Materials,Specialty Chemicals,BCPC,Balchem Corporation,1,9,0,0.1,59.0,[],United States,5196773888.0
Basic Materials,Specialty Chemicals,BGLC,BioNexus Gene Lab Corp.,0,3,0,0.0,40.0,[],Malaysia,4680143.0
Basic Materials,Specialty Chemicals,BON,Bon Natural Life Limited,2,3,0,0.4,52.0,[],China,858738.0
Basic Materials,Specialty Chemicals,CBT,Cabot Corporation,5,5,0,0.5,57.0,[],United States,4188068608.0
Basic Materials,Specialty Chemicals,CC,The Chemours Company,4,6,0,0.4,58.0,[],United States,1661783808.0
Basic Materials,Specialty Chemicals,CLMT,"Calumet, Inc.",0,8,0,0.0,41.0,[],United States,819829568.0
Basic Materials,Specialty Chemicals,CMT,"Core Molding Technologies, Inc.",1,4,0,0.2,54.0,[],United States,137574624.0
Basic Materials,Specialty Chemicals,CNEY,CN Energy Group. Inc.,1,2,0,0.3333333333333333,54.0,[],China,5947874.0
Basic Materials,Specialty Chemicals,DD,"DuPont de Nemours, Inc.",3,7,0,0.3,49.0,[],United States,24829487104.0
Basic Materials,Specialty Chemicals,ECL,Ecolab Inc.,2,8,0,0.2,56.0,[],United States,66568663040.0
Basic Materials,Specialty Chemicals,ECVT,Ecovyst Inc.,3,6,0,0.3333333333333333,48.0,[],United States,686708096.0
Basic Materials,Specialty Chemicals,EMN,Eastman Chemical Company,1,9,0,0.1,58.0,[],United States,8887533568.0
Basic Materials,Specialty Chemicals,ESI,Element Solutions Inc,0,9,0,0.0,39.0,[],United States,4432022528.0
Basic Materials,Specialty Chemicals,FEAM,"5E Advanced Materials, Inc.",0,2,0,0.0,39.0,[],United States,76842920.0
Basic Materials,Specialty Chemicals,FSI,"Flexible Solutions International, Inc.",0,1,0,0.0,67.0,[],Canada,46922224.0
Basic Materials,Specialty Chemicals,FUL,H.B. Fuller Company,4,6,0,0.4,55.0,[],United States,2863547648.0
Basic Materials,Specialty Chemicals,GEVO,"Gevo, Inc.",2,8,0,0.0,63.0,[],United States,269561248.0
Basic Materials,Specialty Chemicals,HDSN,"Hudson Technologies, Inc.",1,3,0,0.25,62.0,[],United States,236194656.0
Basic Materials,Specialty Chemicals,HWKN,"Hawkins, Inc.",0,8,0,0.0,53.0,[],United States,2537536768.0
Basic Materials,Specialty Chemicals,IFF,International Flavors & Fragrances Inc.,4,6,0,0.4,65.0,[],United States,18581706752.0
Basic Materials,Specialty Chemicals,IOSP,Innospec Inc.,0,9,0,0.0,59.0,[],United States,2152115712.0
Basic Materials,Specialty Chemicals,KOP,Koppers Holdings Inc.,4,6,0,0.4,55.0,[],United States,485050208.0
Basic Materials,Specialty Chemicals,KRO,"Kronos Worldwide, Inc.",2,8,0,0.2,63.0,[],United States,782819968.0
Basic Materials,Specialty Chemicals,KWR,Quaker Chemical Corporation,2,8,0,0.2,53.0,[],United States,1746708480.0
Basic Materials,Specialty Chemicals,LIN,Linde plc,3,7,0,0.3,60.0,[],United Kingdom,211424772096.0
Basic Materials,Specialty Chemicals,LOOP,"Loop Industries, Inc.",0,7,0,0.0,48.0,[],Canada,51429928.0
Basic Materials,Specialty Chemicals,LWLG,"Lightwave Logic, Inc.",0,5,0,0.0,60.0,[],United States,104369144.0
Basic Materials,Specialty Chemicals,LYB,LyondellBasell Industries N.V.,2,8,0,0.2,58.0,[],United States,18078871552.0
Basic Materials,Steel,ACNT,Ascent Industries Co.,2,7,0,0.2222222222222222,50.0,[],United States,129206368.0
Basic Materials,Steel,ASTL,Algoma Steel Group Inc.,1,6,0,0.1428571428571428,59.0,[],Canada,494886432.0
Basic Materials,Steel,CLF,Cleveland-Cliffs Inc.,2,8,0,0.2,66.0,[],United States,3422281216.0
Basic Materials,Steel,CMC,Commercial Metals Company,3,6,0,0.3333333333333333,62.0,[],United States,4706491904.0
Basic Materials,Steel,FRD,"Friedman Industries, Incorporated",1,4,0,0.2,65.0,[],United States,115745816.0
Basic Materials,Steel,GGB,Gerdau S.A.,1,9,0,0.1,51.0,[],Brazil,5039425024.0
Basic Materials,Steel,HLP,Hongli Group Inc.,1,1,0,0.5,36.0,[],China,74173184.0
Basic Materials,Steel,HUDI,"Huadi International Group Co., Ltd.",0,2,0,0.0,65.0,[],China,21418800.0
Basic Materials,Steel,INHD,Inno Holdings Inc.,1,1,0,0.5,43.0,[],United States,34647408.0
Basic Materials,Steel,KBSX,FST Corp.,2,2,0,0.5,46.0,[],Taiwan,90874976.0
Basic Materials,Steel,LUD,Luda Technology Group Limited,1,2,0,0.3333333333333333,52.0,[],Hong Kong,92348304.0
Communication Services,Advertising Agencies,ABLV,Able View Global Inc.,0,2,0,0.0,43.0,[],China,51365496.0
Communication Services,Advertising Agencies,ACCS,ACCESS Newswire Inc.,2,4,0,0.3333333333333333,53.0,[],United States,32245414.0
Communication Services,Advertising Agencies,ADV,Advantage Solutions Inc.,3,7,0,0.3,56.0,[],United States,380869632.0
Communication Services,Advertising Agencies,CCO,"Clear Channel Outdoor Holdings, Inc.",3,7,0,0.3,55.0,[],United States,468465408.0
Communication Services,Advertising Agencies,CDLX,"Cardlytics, Inc.",3,4,0,0.4285714285714285,50.0,[],United States,72522552.0
Communication Services,Advertising Agencies,CHR,"Cheer Holding, Inc.",1,2,0,0.3333333333333333,56.0,[],China,13955940.0
Communication Services,Advertising Agencies,CNET,ZW Data Action Technologies Inc.,1,5,0,0.1666666666666666,53.0,[],China,3242553.0
Communication Services,Advertising Agencies,DRCT,"Direct Digital Holdings, Inc.",6,2,0,0.75,48.0,[],United States,11177890.0
Communication Services,Advertising Agencies,EEX,"Emerald Holding, Inc.",6,4,0,0.6,54.0,[],United States,704577408.0
Communication Services,Advertising Agencies,EVC,Entravision Communications Corporation,2,8,0,0.2,65.0,[],United States,170062000.0
Communication Services,Advertising Agencies,HAO,Haoxi Health Technology Limited,1,2,0,0.3333333333333333,44.0,[],China,3358644.0
Communication Services,Advertising Agencies,IAS,Integral Ad Science Holding Corp.,3,7,0,0.3,55.0,[],United States,1033042560.0
Communication Services,Advertising Agencies,IPG,"The Interpublic Group of Companies, Inc.",3,7,0,0.3,61.0,[],United States,8766567424.0
Communication Services,Advertising Agencies,KRKR,36Kr Holdings Inc.,0,2,0,0.0,44.0,[],China,7294084.0
Communication Services,Advertising Agencies,LDWY,"Lendway, Inc.",1,4,0,0.2,38.0,[],United States,6547520.0
Communication Services,Broadcasting,BBGI,"Beasley Broadcast Group, Inc.",4,5,0,0.4444444444444444,61.0,[],United States,8955537.0
Communication Services,Broadcasting,CMLS,Cumulus Media Inc.,3,7,0,0.3,65.0,[],United States,4652046.0
Communication Services,Broadcasting,CURI,CuriosityStream Inc.,2,5,0,0.2857142857142857,57.0,[],United States,177776208.0
Communication Services,Broadcasting,FUBO,fuboTV Inc.,2,8,0,0.0,48.0,[],United States,961257728.0
Communication Services,Broadcasting,GTN,"Gray Media, Inc.",2,8,0,0.2,64.0,[],United States,355223776.0
Communication Services,Broadcasting,IHRT,"iHeartMedia, Inc.",4,6,0,0.4,70.0,[],United States,146998336.0
Communication Services,Electronic Gaming & Multimedia,BHAT,Blue Hat Interactive Entertainment Technology,0,5,0,0.0,47.0,[],China,11802322.0
Communication Services,Electronic Gaming & Multimedia,DDI,"DoubleDown Interactive Co., Ltd.",1,3,0,0.25,46.0,[],South Korea,490578656.0
Communication Services,Electronic Gaming & Multimedia,EA,Electronic Arts Inc.,2,8,0,0.2,49.0,[],United States,37552447488.0
Communication Services,Electronic Gaming & Multimedia,GAME,"GameSquare Holdings, Inc.",0,10,0,0.0,38.0,[],United States,25759532.0
Communication Services,Electronic Gaming & Multimedia,GCL,GCL Global Holdings Ltd,1,4,0,0.2,52.0,[],Singapore,251289248.0
Communication Services,Electronic Gaming & Multimedia,GDC,GD Culture Group Limited,1,2,0,0.3333333333333333,34.0,[],United States,30093106.0
Communication Services,Electronic Gaming & Multimedia,GDEV,GDEV Inc.,2,4,0,0.3333333333333333,38.0,[],Cyprus,201425408.0
Communication Services,Electronic Gaming & Multimedia,GIGM,GigaMedia Limited,0,1,0,0.0,68.0,[],Taiwan,17461372.0
Communication Services,Electronic Gaming & Multimedia,GMGI,"Golden Matrix Group, Inc.",0,5,0,0.0,65.0,[],United States,272099200.0
Communication Services,Electronic Gaming & Multimedia,GMHS,Gamehaus Holdings Inc.,1,2,0,0.3333333333333333,36.0,[],China,62681552.0
Communication Services,Electronic Gaming & Multimedia,GRVY,"Gravity Co., Ltd.",0,8,0,0.0,51.0,[],South Korea,403036192.0
Communication Services,Electronic Gaming & Multimedia,GXAI,Gaxos.ai Inc.,0,3,0,0.0,40.0,[],United States,7061919.0
Communication Services,Entertainment,AENT,Alliance Entertainment Holding Corporation,1,5,0,0.1666666666666666,57.0,[],United States,140077856.0
Communication Services,Entertainment,AMC,"AMC Entertainment Holdings, Inc.",2,8,0,0.2,69.0,[],United States,1174904064.0
Communication Services,Entertainment,ANGH,Anghami Inc.,3,7,0,0.3,50.0,[],United Arab Emirates,39309756.0
Communication Services,Entertainment,BATRA,"Atlanta Braves Holdings, Inc.",2,3,0,0.4,72.0,[],United States,2498181120.0
Communication Services,Entertainment,BATRK,"Atlanta Braves Holdings, Inc.",2,3,0,0.4,72.0,[],United States,2490623488.0
Communication Services,Entertainment,BLMZ,BloomZ Inc.,1,2,0,0.3333333333333333,53.0,[],Japan,1735435.0
Communication Services,Entertainment,BREA,Brera Holdings PLC,1,6,0,0.1428571428571428,64.0,[],Ireland,8081647.0
Communication Services,Entertainment,CNK,"Cinemark Holdings, Inc.",4,6,0,0.4,49.0,[],United States,3335928576.0
Communication Services,Entertainment,CNVS,Cineverse Corp.,2,8,0,0.2,67.0,[],United States,47203740.0
Communication Services,Entertainment,CPOP,"Pop Culture Group Co., Ltd",2,1,0,0.6666666666666666,45.0,[],China,9316450.0
Communication Services,Entertainment,DIS,The Walt Disney Company,2,8,0,0.2,73.0,[],United States,150950461440.0
Communication Services,Entertainment,FOX,Fox Corporation,1,9,0,0.1,53.0,[],United States,20691425280.0
Communication Services,Entertainment,FOXA,Fox Corporation,1,9,0,0.1,53.0,[],United States,20742490112.0
Communication Services,Entertainment,FWONA,Formula One Group,2,3,0,0.4,59.0,[],United States,20447277056.0
Communication Services,Entertainment,FWONK,Formula One Group,2,3,0,0.4,59.0,[],United States,20473194496.0
Communication Services,Entertainment,GAIA,"Gaia, Inc.",1,3,0,0.25,42.0,[],United States,95025152.0
Communication Services,Entertainment,HOFV,Hall of Fame Resort & Entertainment Company,2,4,0,0.3333333333333333,56.0,[],United States,4979920.0
Communication Services,Entertainment,IMAX,IMAX Corporation,3,7,0,0.3,68.0,[],Canada,1167590656.0
Communication Services,Entertainment,IQ,"iQIYI, Inc.",1,5,0,0.0,55.0,[],China,1584067456.0
Communication Services,Entertainment,KUKE,Kuke Music Holding Limited,0,2,0,0.0,50.0,[],China,31320406.0
Communication Services,Entertainment,LVO,"LiveOne, Inc.",1,9,0,0.1,57.0,[],United States,60691960.0
Communication Services,Entertainment,LYV,"Live Nation Entertainment, Inc.",3,7,0,0.3,58.0,[],United States,28760856576.0
Communication Services,Internet Content & Information,ANGI,Angi Inc.,4,6,0,0.4,56.0,[],United States,577614208.0
Communication Services,Internet Content & Information,ASST,Asset Entities Inc.,0,9,0,0.0,26.0,[],United States,7862400.0
Communication Services,Internet Content & Information,ATHM,Autohome Inc.,0,4,0,0.0,50.0,[],China,3104417024.0
Communication Services,Internet Content & Information,BIDU,"Baidu, Inc.",2,8,0,0.0,55.0,[],China,29087334400.0
Communication Services,Internet Content & Information,BILI,Bilibili Inc.,2,3,0,0.4,46.0,[],China,6788399616.0
Communication Services,Internet Content & Information,BMBL,Bumble Inc.,2,4,0,0.3333333333333333,34.0,[],United States,633577216.0
Communication Services,Internet Content & Information,BODI,"The Beachbody Company, Inc.",1,6,0,0.1428571428571428,60.0,[],United States,27529490.0
Communication Services,Internet Content & Information,BZ,Kanzhun Limited,3,5,0,0.375,52.0,[],China,5940666368.0
Communication Services,Internet Content & Information,BZFD,"BuzzFeed, Inc.",2,6,0,0.25,51.0,[],United States,64722332.0
Communication Services,Internet Content & Information,CCG,Cheche Group Inc.,1,4,0,0.2,41.0,[],China,89434080.0
Communication Services,Internet Content & Information,CMCM,Cheetah Mobile Inc.,1,4,0,0.2,46.0,[],China,113880912.0
Communication Services,Internet Content & Information,DASH,"DoorDash, Inc.",1,8,0,0.1111111111111111,39.0,[],United States,74251968512.0
Communication Services,Internet Content & Information,DGLY,"Digital Ally, Inc.",0,3,0,0.0,63.0,[],United States,2456790.0
Communication Services,Internet Content & Information,DJT,Trump Media & Technology Group Corp.,0,5,0,0.0,50.0,[],United States,4675273216.0
Communication Services,Internet Content & Information,DOYU,DouYu International Holdings Limited,2,4,0,1.0,27.0,[],China,199304288.0
Communication Services,Internet Content & Information,EB,"Eventbrite, Inc.",5,5,0,0.5,44.0,[],United States,203453216.0
Communication Services,Internet Content & Information,EVER,"EverQuote, Inc.",1,9,0,0.1,37.0,[],United States,785392192.0
Communication Services,Internet Content & Information,FENG,Phoenix New Media Limited,2,4,0,0.3333333333333333,63.0,[],China,18376524.0
Communication Services,Internet Content & Information,GENI,Genius Sports Limited,0,10,0,0.0,45.0,[],United Kingdom,2343993856.0
Communication Services,Internet Content & Information,GETY,"Getty Images Holdings, Inc.",2,8,0,0.2,53.0,[],United States,713144320.0
Communication Services,Internet Content & Information,GIFT,"Giftify, Inc.",1,8,0,0.1111111111111111,43.0,[],United States,51565776.0
Communication Services,Internet Content & Information,GITS,"Global Interactive Technologies, Inc.",0,5,0,0.0,50.0,[],South Korea,3194920.0
Communication Services,Internet Content & Information,GOOG,Alphabet Inc.,4,6,0,0.4,51.0,[],United States,1811318439936.0
Communication Services,Internet Content & Information,GOOGL,Alphabet Inc.,4,6,0,0.4,51.0,[],United States,1810439733248.0
Communication Services,Internet Content & Information,GRPN,"Groupon, Inc.",3,7,0,0.3,48.0,[],United States,753222208.0
Communication Services,Internet Content & Information,IZEA,"IZEA Worldwide, Inc.",4,6,0,0.4,55.0,[],United States,29092940.0
Communication Services,Internet Content & Information,JFIN,Jiayin Group Inc.,3,4,0,0.4285714285714285,56.0,[],China,546483968.0
Communication Services,Internet Content & Information,JOYY,JOYY Inc.,2,1,0,0.6666666666666666,41.0,[],Singapore,2024298624.0
Communication Services,Internet Content & Information,KIND,"Nextdoor Holdings, Inc.",4,6,0,0.4,52.0,[],United States,544685824.0
Communication Services,Internet Content & Information,LCFY,Locafy Limited,0,6,0,0.0,54.0,[],Australia,5487294.0
Communication Services,Publishing,DALN,DallasNews Corporation,2,3,0,0.4,48.0,[],United States,24032678.0
Communication Services,Publishing,EDUC,Educational Development Corporation,1,2,0,0.3333333333333333,55.0,[],United States,11416188.0
Communication Services,Publishing,GCI,"Gannett Co., Inc.",2,1,0,0.6666666666666666,58.0,[],United States,497370336.0
Communication Services,Publishing,LEE,"Lee Enterprises, Incorporated",1,8,0,0.1111111111111111,62.0,[],United States,52808716.0
Communication Services,Telecom Services,AMX,"América Móvil, S.A.B. de C.V.",2,8,0,0.0,47.0,[],Mexico,48901222400.0
Communication Services,Telecom Services,ATEX,Anterix Inc.,2,8,0,0.2,61.0,[],United States,591803712.0
Communication Services,Telecom Services,ATNI,"ATN International, Inc.",2,5,0,0.2857142857142857,47.0,[],United States,271230624.0
Communication Services,Telecom Services,BCE,BCE Inc.,2,8,0,0.2,56.0,[],Canada,20418424832.0
Communication Services,Telecom Services,CABO,"Cable One, Inc.",2,5,0,0.2857142857142857,61.0,[],United States,1414760960.0
Communication Services,Telecom Services,CCOI,"Cogent Communications Holdings, Inc.",0,8,0,0.0,68.0,[],United States,2583858944.0
Communication Services,Telecom Services,CHT,"Chunghwa Telecom Co., Ltd.",3,7,0,0.1666666666666666,63.0,[],Taiwan,30785441792.0
Communication Services,Telecom Services,CHTR,"Charter Communications, Inc.",3,7,0,0.3,48.0,[],United States,46834085888.0
Communication Services,Telecom Services,CMCSA,Comcast Corporation,3,7,0,0.3,64.0,[],United States,127420375040.0
Communication Services,Telecom Services,CXDO,"Crexendo, Inc.",0,10,0,0.0,66.0,[],United States,118300656.0
Communication Services,Telecom Services,FNGR,"FingerMotion, Inc.",1,2,0,0.3333333333333333,53.0,[],Singapore,80569088.0
Communication Services,Telecom Services,FYBR,"Frontier Communications Parent, Inc.",3,7,0,0.3,56.0,[],United States,9021898752.0
Communication Services,Telecom Services,GOGO,Gogo Inc.,2,8,0,0.2,48.0,[],United States,869536960.0
Communication Services,Telecom Services,GSAT,"Globalstar, Inc.",1,9,0,0.1,62.0,[],United States,2394931456.0
